PATH,ROW,geometry,STATE,STATE_GEOCODE,Avg_CC_Jan,Avg_CC_Feb,Avg_CC_Mar,Avg_CC_Apr,Avg_CC_May,Avg_CC_Jun,Avg_CC_Jul,Avg_CC_Aug,Avg_CC_Sep,Avg_CC_Oct,Avg_CC_Nov,Avg_CC_Dec,CC_Level_Jan,CC_Level_Feb,CC_Level_Mar,CC_Level_Apr,CC_Level_May,CC_Level_Jun,CC_Level_Jul,CC_Level_Aug,CC_Level_Sep,CC_Level_Oct,CC_Level_Nov,CC_Level_Dec,Avg_CC_Summer,CC_Level_Summer,Avg_CC_Autumn,CC_Level_Autumn,Avg_CC_Winter,CC_Level_Winter,Avg_CC_Spring,CC_Level_Spring,ProbCC_30_Jan,ProbCC_30_Feb,ProbCC_30_Mar,ProbCC_30_Apr,ProbCC_30_May,ProbCC_30_Jun,ProbCC_30_Jul,ProbCC_30_Aug,ProbCC_30_Sep,ProbCC_30_Oct,ProbCC_30_Nov,ProbCC_30_Dec
224,65,"POLYGON ((-51.68308110915331 -7.871762744098541, -51.6831 -7.87176, -51.35768186439823 -6.367954442461623, -51.354 -6.35094, -49.69883358591823 -6.591365121397825, -49.6988 -6.59137, -49.71237644801521 -6.655188532790954, -49.71480601034025 -6.666609126950335, -50.0225 -8.11298, -50.02255515556082 -8.112971988061917, -51.68308110915331 -7.871762744098541))",PA,15,64.57,70.7,79.38,33.75,24.86,18.52,9.27,13.49,13.93,39.22,49.38,54.06,6,7,7,3,2,1,0,1,1,3,4,5,62.79,6,45.43,4,13.77,1,34.94,3,10.0,18.18,0.0,50.0,61.54,76.92,84.62,75.0,80.0,33.33,27.27,16.67
224,66,"POLYGON ((-50.31504804675202 -9.48391302147235, -50.32611139804052 -9.535767964635802, -50.3311 -9.559150000000001, -50.33112166483049 -9.559146853088487, -51.9979 -9.31704, -51.98515232226582 -9.258517690092777, -51.68308110915331 -7.871762744098541, -51.6667 -7.79656, -50.0065 -8.03772, -50.02255515556082 -8.112971988061917, -50.31504804675202 -9.48391302147235))",PA,15,66.67,65.19,69.59,25.27,38.55,14.22,3.98,6.44,22.81,40.59,44.11,50.85,6,6,6,2,3,1,0,0,2,4,4,5,60.43,6,44.31,4,8.26,0,36.37,3,10.0,9.09,16.67,58.33,53.85,84.62,92.31,83.33,70.0,41.67,36.36,41.67
224,67,"POLYGON ((-52.29872510352254 -10.68781721624503, -51.98515232226582 -9.258517690092777, -51.9815 -9.24187, -50.31504804675202 -9.48391302147235, -50.315 -9.483919999999999, -50.32611139804052 -9.535767964635802, -50.33112166483049 -9.559146853088487, -50.62488155148827 -10.9298881548863, -50.641 -11.0051, -52.315 -10.762, -52.29872510352254 -10.68781721624503))",MT,51,59.1,53.79,78.2,23.32,31.05,18.29,5.14,12.0,25.7,50.64,47.32,57.82,5,5,7,2,3,1,0,1,2,5,4,5,56.86,5,43.84,4,11.81,1,41.98,4,30.0,18.18,16.67,75.0,61.54,84.62,92.31,83.33,60.0,41.67,45.45,25.0
224,68,"POLYGON ((-50.93610674543855 -12.37559902026716, -50.93727929081096 -12.38104428517371, -50.9523 -12.4508, -50.95238641216927 -12.45078745290166, -52.6348 -12.2065, -52.62430686544159 -12.15908276363837, -52.29872510352254 -10.68781721624503, -52.2985 -10.6868, -50.62488155148827 -10.9298881548863, -50.6248 -10.9299, -50.93610674543855 -12.37559902026716))",MT,51,54.34,58.75,51.17,23.84,21.38,12.23,7.51,12.94,14.92,49.27,41.74,64.05,5,5,5,2,2,1,0,1,1,4,4,6,59.2,5,31.84,3,10.84,1,36.18,3,36.36,27.27,33.33,58.33,76.92,92.31,92.31,83.33,80.0,33.33,40.0,16.67
224,69,"POLYGON ((-51.24920748799742 -13.82108438675674, -51.26502704772383 -13.89411658006562, -51.2655 -13.8963, -51.26550321352301 -13.89629953316551, -52.9575 -13.6505, -52.95244653747867 -13.62788002279787, -52.62430686544159 -12.15908276363837, -52.6181 -12.1313, -50.93610674543855 -12.37559902026716, -50.9361 -12.3756, -50.93727929081096 -12.38104428517371, -50.95238641216927 -12.45078745290166, -51.24920748799742 -13.82108438675674))",MT,51,51.42,51.01,44.72,15.48,21.07,7.52,7.87,16.23,11.33,36.37,47.55,62.12,5,5,4,1,2,0,0,1,1,3,4,6,55.07,5,26.93,2,10.39,1,32.04,3,36.36,27.27,33.33,83.33,76.92,92.31,92.31,83.33,80.0,41.67,40.0,25.0
224,70,"POLYGON ((-51.56431792931277 -15.26619739487717, -51.56668864927249 -15.2770658161159, -51.5807 -15.3413, -51.58080596657999 -15.34128460942313, -53.2834 -15.094, -53.2793530299154 -15.07607196974772, -52.95244653747867 -13.62788002279787, -52.9406 -13.5754, -51.24920748799742 -13.82108438675674, -51.2491 -13.8211, -51.26502704772383 -13.89411658006562, -51.26550321352301 -13.89629953316551, -51.56431792931277 -15.26619739487717))",MT,51,49.75,39.54,37.48,12.1,16.5,3.71,9.25,15.33,14.33,40.52,61.16,54.15,4,3,3,1,1,0,0,1,1,4,6,5,48.0,4,21.44,2,9.28,0,39.47,3,45.45,36.36,45.45,83.33,76.92,92.31,92.31,83.33,80.0,41.67,18.18,25.0
224,71,"POLYGON ((-51.88188784453152 -16.71088723771028, -51.89202415251107 -16.75699666862115, -51.8984 -16.786, -51.89845525576528 -16.7859919751032, -53.6129 -16.537, -53.60012846989971 -16.481060992945, -53.2793530299154 -15.07607196974772, -53.2663 -15.0189, -51.56431792931277 -15.26619739487717, -51.5643 -15.2662, -51.56668864927249 -15.2770658161159, -51.58080596657999 -15.34128460942313, -51.88188784453152 -16.71088723771028))",MT,51,43.69,40.32,43.28,23.31,31.35,9.4,17.93,10.36,27.61,41.31,66.68,60.83,4,4,4,2,3,0,1,1,2,4,6,6,48.65,4,32.31,3,12.62,1,45.62,4,54.55,45.45,54.55,58.33,46.15,92.31,76.92,91.67,70.0,50.0,18.18,16.67
224,72,"POLYGON ((-52.20212013590189 -18.155097075636, -52.20423564161602 -18.16463505599816, -52.2188 -18.2303, -52.2189386254211 -18.23027985935362, -53.9464 -17.9793, -53.93393007128854 -17.92534542393281, -53.60012846989971 -16.481060992945, -53.5957 -16.4619, -51.88188784453152 -16.71088723771028, -51.8818 -16.7109, -51.89202415251107 -16.75699666862115, -51.89845525576528 -16.7859919751032, -52.20212013590189 -18.155097075636))",MT,51,50.37,33.34,41.24,29.55,35.83,18.73,20.25,12.92,29.64,47.4,60.97,70.8,5,3,4,2,3,1,2,1,2,4,6,7,52.07,5,35.39,3,17.42,1,46.51,4,36.36,45.45,45.45,58.33,53.85,76.92,76.92,83.33,70.0,36.36,9.09,8.33
225,59,"POLYGON ((-49.41880246063994 2.01260035744379, -49.71153228359266 0.6360736445608171, -49.7264 0.56616, -51.37146776007167 0.8051353165776721, -51.3715 0.80514, -51.049 2.32698, -51.04895776737389 2.326973865212075, -49.4028 2.08785, -49.41880246063994 2.01260035744379))",AM,16,55.66,66.27,74.17,59.19,53.32,48.16,54.85,33.13,27.48,36.6,44.12,56.79,5,6,7,5,5,4,5,3,2,3,4,5,59.25,5,62.0,6,46.27,4,36.05,3,8.33,20.0,0.0,23.08,14.29,15.38,14.29,45.45,75.0,36.36,8.33,9.09
225,60,"POLYGON ((-50.03334517721906 -0.8803834372063633, -51.6784 -0.64141, -51.6772677164105 -0.6360736445756762, -51.37146776007167 0.8051353165776721, -51.3555 0.88039, -49.7104 0.64141, -49.71153228359266 0.6360736445608171, -50.0333 -0.88039, -50.03334517721906 -0.8803834372063633))",PA,15,64.26,70.51,61.5,69.38,64.96,48.66,55.17,32.67,34.12,45.46,52.12,57.07,6,7,6,6,6,4,5,3,3,4,5,5,63.55,6,65.27,6,46.43,4,43.86,4,8.33,0.0,7.69,7.69,7.14,30.77,7.14,45.45,41.67,18.18,8.33,9.09
225,61,"POLYGON ((-50.03334517721906 -0.8803834372063633, -50.32394772460074 -2.251703067306646, -50.3399 -2.32698, -51.986 -2.08785, -51.96999547650233 -2.01259065710392, -51.6772677164105 -0.6360736445756762, -51.6624 -0.56616, -50.0174 -0.80514, -50.03334517721906 -0.8803834372063633))",PA,15,71.73,81.08,76.13,71.6,62.48,47.02,42.58,31.87,39.7,58.61,55.32,61.03,7,8,7,7,6,4,4,3,3,5,5,6,70.68,7,69.88,6,41.0,4,51.0,5,8.33,0.0,0.0,7.69,7.14,30.77,14.29,45.45,33.33,18.18,8.33,18.18
225,62,"POLYGON ((-50.64634548222308 -3.773563393184171, -52.2945 -3.53415, -52.29139373226973 -3.519584906848503, -51.97 -2.01259, -51.96999547650233 -2.01259065710392, -50.32394772460074 -2.251703067306646, -50.3239 -2.25171, -50.6463 -3.77357, -50.64634548222308 -3.773563393184171))",PA,15,71.88,83.47,88.26,81.79,66.98,57.76,32.66,40.97,46.68,64.62,66.35,75.09,7,8,8,8,6,5,3,4,4,6,6,7,76.24,7,78.71,7,43.65,4,59.06,5,8.33,0.0,0.0,0.0,0.0,15.38,50.0,18.18,16.67,0.0,8.33,9.09
225,63,"POLYGON ((-50.64634548222308 -3.773563393184171, -50.93695153129118 -5.144872514214652, -50.9529 -5.22013, -52.60418556862973 -4.980252096407134, -52.6042 -4.98025, -52.29139373226973 -3.519584906848503, -52.2784 -3.45891, -50.6304 -3.69832, -50.64634548222308 -3.773563393184171))",PA,15,76.4,82.17,95.21,87.12,61.12,40.94,23.56,42.89,55.59,77.09,82.06,81.72,7,8,9,8,6,4,2,4,5,7,8,8,79.92,7,80.65,8,35.1,3,71.42,7,0.0,10.0,0.0,0.0,14.29,38.46,64.29,45.45,8.33,9.09,0.0,0.0
225,64,"POLYGON ((-51.24392878912047 -6.591365818168056, -51.25714155435448 -6.653614304977856, -51.2599 -6.66661, -51.25990601034025 -6.666609126950336, -52.9153 -6.42615, -52.90227601358313 -6.365621291724938, -52.60418556862973 -4.980252096407134, -52.588 -4.90503, -50.93695153129118 -5.144872514214652, -50.9369 -5.14488, -51.24392878912047 -6.591365818168056))",PA,15,75.49,82.84,81.12,79.12,52.75,19.37,9.09,14.54,38.76,60.41,77.03,70.62,7,8,8,7,5,1,0,1,3,6,7,7,75.88,7,70.54,7,14.19,1,58.69,5,0.0,0.0,7.69,0.0,21.43,76.92,85.71,81.82,41.67,9.09,0.0,9.09
225,65,"POLYGON ((-53.2164520018141 -7.817916508811354, -52.90227601358313 -6.365621291724938, -52.8991 -6.35094, -51.24392878912047 -6.591365818168056, -51.2439 -6.59137, -51.25714155435448 -6.653614304977856, -51.25990601034025 -6.666609126950336, -51.55158686509855 -8.037707382769881, -51.5676 -8.11298, -53.2281 -7.87176, -53.2164520018141 -7.817916508811354))",PA,15,68.27,77.75,75.17,65.58,38.46,14.41,5.31,1.61,29.02,44.81,61.76,71.05,6,7,7,6,3,1,0,0,2,4,6,7,71.89,7,59.04,5,7.35,0,45.21,4,8.33,0.0,7.69,8.33,35.71,84.62,92.86,100.0,58.33,45.45,8.33,9.09
225,66,"POLYGON ((-51.86014325020483 -9.483913717767596, -51.87084119805521 -9.534040538827062, -51.8762 -9.559150000000001, -51.8762216648305 -9.559146853088487, -53.54299653637288 -9.317040503107011, -53.543 -9.31704, -53.2164520018141 -7.817916508811354, -53.2118 -7.79656, -51.55158686509855 -8.037707382769881, -51.5515 -8.03772, -51.86014325020483 -9.483913717767596))",PA,15,66.02,64.96,64.42,62.55,29.0,10.64,4.15,0.51,27.29,43.32,54.11,70.36,6,6,6,6,2,1,0,0,2,4,5,7,67.21,6,51.13,5,5.32,0,41.52,4,25.0,22.22,7.69,0.0,64.29,84.62,92.86,100.0,66.67,45.45,25.0,27.27
225,67,"POLYGON ((-53.84359708335749 -10.68680042363374, -53.54299653637288 -9.317040503107011, -53.5265 -9.24187, -51.86014325020483 -9.483913717767596, -51.8601 -9.483919999999999, -51.87084119805521 -9.534040538827062, -51.8762216648305 -9.559146853088487, -52.16998155148828 -10.9298881548863, -52.1861 -11.0051, -53.8601 -10.762, -53.84359708335749 -10.68680042363374))",MT,51,50.31,63.57,63.33,61.68,18.13,6.72,0.02,1.07,26.7,40.28,58.06,69.91,5,6,6,6,1,0,0,0,2,4,5,6,60.78,6,46.98,4,2.69,0,41.72,4,33.33,11.11,23.08,7.69,78.57,92.31,100.0,100.0,58.33,45.45,25.0,9.09
225,68,"POLYGON ((-52.48120674543855 -12.37559902026716, -52.48237929081095 -12.38104428517371, -52.4974 -12.4508, -52.49748641216927 -12.45078745290166, -54.1799 -12.2065, -54.16960451404096 -12.15997591432659, -53.8436 -10.6868, -53.84359708335749 -10.68680042363374, -52.16998155148828 -10.9298881548863, -52.1699 -10.9299, -52.48120674543855 -12.37559902026716))",MT,51,58.65,73.14,64.85,54.13,17.51,3.38,0.02,2.36,27.13,26.77,54.73,68.6,5,7,6,5,1,0,0,0,2,2,5,6,66.07,6,44.8,4,1.9,0,36.48,3,33.33,11.11,15.38,30.77,78.57,92.31,100.0,100.0,58.33,63.64,33.33,10.0
225,69,"POLYGON ((-52.79430748799741 -13.82108438675674, -52.81012704772382 -13.89411658006562, -52.8106 -13.8963, -52.81060321351718 -13.89629953313877, -54.5025 -13.6505, -54.48825387173522 -13.58671362198692, -54.16960451404096 -12.15997591432659, -54.1632 -12.1313, -52.48120674543855 -12.37559902026716, -52.4812 -12.3756, -52.48237929081095 -12.38104428517371, -52.49748641216927 -12.45078745290166, -52.79430748799741 -13.82108438675674))",MT,51,53.2,72.92,60.83,36.2,16.64,5.91,0.4,3.72,15.94,29.07,53.37,59.16,5,7,6,3,1,0,0,0,1,2,5,5,60.85,6,37.36,3,3.32,0,33.01,3,33.33,22.22,23.08,53.85,85.71,92.31,100.0,100.0,75.0,60.0,25.0,20.0
225,70,"POLYGON ((-53.10941792931277 -15.26619739487717, -53.11178864927248 -15.2770658161159, -53.1258 -15.3413, -53.12590596657999 -15.34128460942313, -54.8285 -15.094, -54.8244530299154 -15.07607196974772, -54.48825387173522 -13.58671362198692, -54.4857 -13.5754, -52.79430748799741 -13.82108438675674, -52.7942 -13.8211, -52.81012704772382 -13.89411658006562, -52.81060321351718 -13.89629953313877, -53.10941792931277 -15.26619739487717))",MT,51,51.63,59.95,54.53,33.44,21.5,5.43,0.58,10.85,18.27,30.38,45.77,64.34,5,5,5,3,2,0,0,1,1,3,4,6,58.34,5,35.64,3,5.34,0,31.54,3,33.33,22.22,33.33,53.85,78.57,92.31,100.0,90.91,75.0,60.0,41.67,9.09
225,71,"POLYGON ((-53.42698784453152 -16.71088723771028, -53.43712415251027 -16.75699666861754, -53.4435 -16.786, -53.44355525576529 -16.7859919751032, -55.158 -16.537, -55.14522846989969 -16.48106099294496, -54.8244530299154 -15.07607196974772, -54.8114 -15.0189, -53.10941792931277 -15.26619739487717, -53.1094 -15.2662, -53.11178864927248 -15.2770658161159, -53.12590596657999 -15.34128460942313, -53.42698784453152 -16.71088723771028))",MT,51,51.87,60.72,48.27,38.26,28.33,9.17,2.74,27.94,23.68,34.13,40.2,44.21,5,6,4,3,2,0,0,2,2,3,4,4,51.97,5,37.5,3,12.49,1,32.59,3,33.33,11.11,36.36,61.54,64.29,92.31,100.0,72.73,75.0,60.0,33.33,30.0
225,72,"POLYGON ((-53.74721701543358 -18.15508300667589, -53.75915048046116 -18.20888629083882, -53.7639 -18.2303, -53.76394657148686 -18.23029323370965, -55.4915 -17.9793, -55.47903007128904 -17.92534542393493, -55.14522846989969 -16.48106099294496, -55.1408 -16.4619, -53.42698784453152 -16.71088723771028, -53.4269 -16.7109, -53.43712415251027 -16.75699666861754, -53.44355525576529 -16.7859919751032, -53.74721701543358 -18.15508300667589))",MT,51,51.27,64.69,35.04,33.75,34.12,10.37,4.35,34.34,27.56,43.09,41.26,63.77,5,6,3,3,3,1,0,3,2,4,4,6,59.2,5,34.24,3,15.09,1,36.96,3,41.67,11.11,50.0,61.54,42.86,92.31,92.86,54.55,75.0,40.0,50.0,20.0
226,57,"POLYGON ((-50.65544489072397 3.458926521017065, -52.3035 3.69833, -52.28755461942682 3.773573407949988, -51.981 5.22015, -51.98093441580487 5.220140473153948, -50.3297 4.98028, -50.34580335188105 4.905060486896705, -50.6554 3.45892, -50.65544489072397 3.458926521017065))",AM,16,75.78,72.45,64.69,74.24,62.3,39.31,50.25,40.17,30.2,36.33,38.55,51.35,7,7,6,7,6,3,5,4,3,3,3,5,66.08,6,67.21,6,43.32,4,35.21,3,0.0,9.09,9.09,0.0,0.0,30.77,30.77,41.67,60.0,33.33,18.18,25.0
226,58,"POLYGON ((-50.65544489072397 3.458926521017065, -50.96313945879758 2.016166129651616, -50.9639 2.0126, -52.60995021954088 2.251712768663274, -52.61 2.25172, -52.2876 3.77358, -52.28755461942682 3.773573407949988, -50.6394 3.53416, -50.65544489072397 3.458926521017065))",AM,16,78.84,81.35,70.34,81.93,67.75,58.89,51.04,40.63,35.68,38.49,41.94,66.02,7,8,7,8,6,5,5,4,3,3,4,6,75.13,7,73.5,7,50.44,5,38.69,3,0.0,0.0,9.09,0.0,7.69,0.0,15.38,16.67,36.36,33.33,18.18,0.0
226,59,"POLYGON ((-51.27146476990445 0.5661694089792513, -52.9165 0.80514, -52.90055482278094 0.8803834372063646, -52.60995021954088 2.251712768663274, -52.594 2.32698, -50.9479 2.08785, -50.96313945879758 2.016166129651616, -51.2714 0.56616, -51.27146476990445 0.5661694089792513))",AM,16,81.85,72.19,85.31,84.73,63.5,72.02,52.13,37.55,35.11,42.37,51.73,68.73,8,7,8,8,6,7,5,3,3,4,5,6,74.09,7,77.44,7,54.33,5,43.05,4,0.0,18.18,0.0,0.0,7.69,0.0,7.69,16.67,36.36,33.33,9.09,0.0
226,60,"POLYGON ((-51.27146476990445 0.5661694089792513, -51.56243223992833 -0.8051353165776711, -51.5784 -0.88039, -53.2235 -0.64141, -53.22236771640733 -0.6360736445607649, -52.9006 0.88039, -52.90055482278094 0.8803834372063646, -51.2555 0.64141, -51.27146476990445 0.5661694089792513))",AM,16,82.15,76.2,90.81,86.14,61.22,64.45,52.91,42.1,35.23,47.76,53.82,74.77,8,7,9,8,6,6,5,4,3,4,5,7,77.62,7,78.77,7,53.44,5,45.67,4,0.0,9.09,0.0,0.0,7.69,7.69,15.38,33.33,27.27,33.33,18.18,0.0
226,61,"POLYGON ((-51.88493948994288 -2.326974263619219, -53.53105683082641 -2.087856270832512, -53.5311 -2.08785, -53.22236771640733 -0.6360736445607649, -53.2075 -0.56616, -51.56243223992833 -0.8051353165776711, -51.5624 -0.80514, -51.8849 -2.32698, -51.88493948994288 -2.326974263619219))",PA,15,82.9,81.34,80.99,79.6,63.34,68.23,45.79,33.68,39.26,49.33,59.21,70.37,8,8,8,7,6,6,4,3,3,4,5,7,77.97,7,74.3,7,49.64,4,49.27,4,0.0,9.09,9.09,7.69,7.69,7.69,15.38,41.67,27.27,27.27,0.0,0.0
226,62,"POLYGON ((-52.19134548230548 -3.773563393573027, -53.8396 -3.53415, -53.83735047308695 -3.523605359920458, -53.53105683082641 -2.087856270832512, -53.515 -2.01259, -51.869 -2.25171, -51.88493948994288 -2.326974263619219, -52.1913 -3.77357, -52.19134548230548 -3.773563393573027))",PA,15,88.1,84.48,83.66,79.95,72.19,59.43,49.75,37.92,56.65,68.89,70.25,78.52,8,8,8,7,7,5,4,3,5,6,7,7,83.55,8,78.28,7,49.32,4,65.53,6,0.0,9.09,9.09,8.33,0.0,15.38,23.08,33.33,10.0,9.09,0.0,0.0
226,63,"POLYGON ((-52.49796548233338 -5.220120487553969, -54.1492 -4.98025, -54.13309644280884 -4.905030516741749, -53.83735047308695 -3.523605359920458, -53.8235 -3.45891, -52.1754 -3.69832, -52.19134548230548 -3.773563393573027, -52.4979 -5.22013, -52.49796548233338 -5.220120487553969))",PA,15,78.84,82.66,88.86,86.62,68.46,37.61,38.4,38.68,61.17,75.66,61.87,67.45,7,8,8,8,6,3,3,3,6,7,6,6,76.06,7,80.74,8,38.22,3,66.54,6,9.09,0.0,0.0,0.0,0.0,46.15,38.46,58.33,0.0,9.09,20.0,25.0
226,64,"POLYGON ((-52.78893358591824 -6.591365121397824, -52.80247644801808 -6.655188532804397, -52.8049 -6.66661, -52.80490601034025 -6.666609126950336, -54.4603 -6.42615, -54.44778186439823 -6.367954442461623, -54.1331 -4.90503, -54.13309644280884 -4.905030516741749, -52.482 -5.14488, -52.49796548233338 -5.220120487553969, -52.78893358591824 -6.591365121397824))",PA,15,77.76,80.34,72.63,77.55,48.51,10.77,23.83,16.45,41.49,73.95,62.79,61.45,7,8,7,7,4,1,2,1,4,7,6,6,72.84,7,65.89,6,17.03,1,59.75,5,9.09,0.0,18.18,7.69,23.08,92.31,53.85,83.33,45.45,8.33,30.0,16.67
226,65,"POLYGON ((-54.77318110915331 -7.871762744098541, -54.7732 -7.87176, -54.44778186439823 -6.367954442461623, -54.4441 -6.35094, -52.78893358591824 -6.591365121397824, -52.7889 -6.59137, -52.80247644801808 -6.655188532804397, -52.80490601034025 -6.666609126950336, -53.1126 -8.11298, -53.11265515556082 -8.112971988061917, -54.77318110915331 -7.871762744098541))",PA,15,82.28,75.39,88.32,70.67,23.39,8.39,8.46,14.68,34.35,64.59,64.84,65.05,8,7,8,7,2,0,0,1,3,6,6,6,73.97,7,59.31,5,10.4,1,54.88,5,9.09,9.09,0.0,0.0,76.92,92.31,84.62,75.0,54.55,16.67,36.36,8.33
226,66,"POLYGON ((-53.42131385075223 -9.559133462679611, -55.088 -9.31704, -55.07510587845388 -9.257845392728111, -54.77318110915331 -7.871762744098541, -54.7568 -7.79656, -53.0966 -8.03772, -53.11265515556082 -8.112971988061917, -53.4212 -9.559150000000001, -53.42131385075223 -9.559133462679611))",PA,15,86.31,69.87,70.94,57.97,30.6,6.6,3.77,8.14,41.29,59.81,62.82,64.18,8,6,7,5,3,0,0,0,4,5,6,6,73.46,7,52.21,5,6.12,0,54.79,5,0.0,9.09,18.18,30.77,61.54,92.31,100.0,91.67,36.36,25.0,27.27,9.09
226,67,"POLYGON ((-53.42131385075223 -9.559133462679611, -53.71498634658404 -10.92988745841275, -53.7311 -11.0051, -55.4052 -10.762, -55.40027272731169 -10.73954767676355, -55.07510587845388 -9.257845392728111, -55.0716 -9.24187, -53.4052 -9.483919999999999, -53.42131385075223 -9.559133462679611))",MT,51,79.96,72.87,68.62,47.54,22.32,2.42,3.59,6.02,38.34,48.55,57.73,63.83,7,7,6,4,2,0,0,0,3,4,5,6,72.22,7,44.95,4,3.95,0,48.22,4,9.09,0.0,9.09,30.77,61.54,100.0,92.31,91.67,54.55,58.33,27.27,0.0
226,68,"POLYGON ((-54.02620674543855 -12.37559902026716, -54.02737929081096 -12.38104428517371, -54.0424 -12.4508, -54.04248641216927 -12.45078745290166, -55.7249 -12.2065, -55.7144068654416 -12.15908276363843, -55.40027272731169 -10.73954767676355, -55.3886 -10.6868, -53.71498634658404 -10.92988745841275, -53.7149 -10.9299, -54.02620674543855 -12.37559902026716))",MT,51,75.7,69.84,68.97,41.24,15.67,4.98,2.63,1.45,38.49,43.67,59.17,68.21,7,6,6,4,1,0,0,0,3,4,5,6,71.16,7,40.52,4,3.06,0,47.11,4,18.18,9.09,9.09,28.57,76.92,92.31,100.0,100.0,45.45,54.55,36.36,16.67
226,69,"POLYGON ((-54.33931053839498 -13.82109846914766, -54.34086153083535 -13.82825874299126, -54.3556 -13.8963, -54.35570014204848 -13.89628545217759, -56.0476 -13.6505, -56.04254653747868 -13.62788002279788, -55.7144068654416 -12.15908276363843, -55.7082 -12.1313, -54.02620674543855 -12.37559902026716, -54.0262 -12.3756, -54.02737929081096 -12.38104428517371, -54.04248641216927 -12.45078745290166, -54.33931053839498 -13.82109846914766))",MT,51,68.58,57.23,54.45,35.09,13.11,4.0,5.7,1.28,29.0,42.46,50.54,73.89,6,5,5,3,1,0,0,0,2,4,5,7,66.5,6,33.17,3,3.67,0,40.36,4,20.0,18.18,27.27,50.0,76.92,100.0,91.67,100.0,54.55,54.55,40.0,18.18
226,70,"POLYGON ((-54.65451485747623 -15.26618331222967, -54.66970196585905 -15.33580768546115, -54.6709 -15.3413, -54.67090906060753 -15.34129868396086, -56.3735 -15.094, -56.36080385719399 -15.03775623551571, -56.04254653747868 -13.62788002279788, -56.0307 -13.5754, -54.33931053839498 -13.82109846914766, -54.3393 -13.8211, -54.34086153083535 -13.82825874299126, -54.35570014204848 -13.89628545217759, -54.65451485747623 -15.26618331222967))",MT,51,61.59,65.15,60.17,41.27,24.33,14.17,11.04,2.17,21.43,53.23,40.26,63.44,6,6,6,4,2,1,1,0,2,5,4,6,63.45,6,40.94,4,9.26,0,38.7,3,20.0,9.09,27.27,28.57,61.54,76.92,83.33,100.0,72.73,41.67,50.0,27.27
226,71,"POLYGON ((-54.97198784453152 -16.71088723771028, -54.98212415251087 -16.75699666862023, -54.9885 -16.786, -54.98855525576529 -16.7859919751032, -56.703 -16.537, -56.69042024819898 -16.4818850758755, -56.36080385719399 -15.03775623551571, -56.3565 -15.0189, -54.65451485747623 -15.26618331222967, -54.6544 -15.2662, -54.66970196585905 -15.33580768546115, -54.67090906060753 -15.34129868396086, -54.97198784453152 -16.71088723771028))",MT,51,63.95,54.45,60.99,40.65,30.21,36.03,22.53,10.03,32.66,49.55,45.68,54.86,6,5,6,4,3,3,2,1,3,4,4,5,57.67,5,42.97,4,23.2,2,42.75,4,36.36,9.09,18.18,35.71,69.23,46.15,76.92,91.67,63.64,50.0,40.0,33.33
226,72,"POLYGON ((-55.29222013590189 -18.155097075636, -55.29433564161599 -18.16463505599805, -55.3089 -18.2303, -55.30903862567397 -18.23027986048263, -57.0366 -17.9793, -57.0313805441441 -17.95672302646594, -56.69042024819898 -16.4818850758755, -56.6858 -16.4619, -54.97198784453152 -16.71088723771028, -54.9719 -16.7109, -54.98212415251087 -16.75699666862023, -54.98855525576529 -16.7859919751032, -55.29222013590189 -18.155097075636))",MT,51,47.92,44.17,45.06,37.36,29.25,37.1,22.23,13.39,36.48,41.35,49.67,46.79,4,4,4,3,2,3,2,1,3,4,4,4,46.31,4,36.82,3,24.52,2,42.5,4,36.36,27.27,45.45,50.0,69.23,61.54,69.23,83.33,54.55,45.45,36.36,41.67
227,59,"POLYGON ((-52.49294523838708 2.087856571410219, -52.4929 2.08785, -52.80163228359268 0.6360736445607234, -52.8165 0.56616, -54.46156776007167 0.8051353165776721, -54.4616 0.80514, -54.1391 2.32698, -54.13905776737389 2.326973865212075, -52.49294523838708 2.087856571410219))",AM,16,76.74,89.14,86.37,83.88,82.35,58.68,46.22,45.91,39.83,34.09,56.38,66.98,7,8,8,8,8,5,4,4,3,3,5,6,76.94,7,84.21,8,50.39,5,43.16,4,8.33,0.0,7.69,0.0,0.0,0.0,21.43,9.09,36.36,41.67,18.18,16.67
227,60,"POLYGON ((-53.12344517721906 -0.8803834372063633, -54.7685 -0.64141, -54.75253523009555 -0.5661694089792509, -54.46156776007167 0.8051353165776721, -54.4456 0.88039, -52.8005 0.64141, -52.80163228359268 0.6360736445607234, -53.1234 -0.88039, -53.12344517721906 -0.8803834372063633))",PA,15,76.51,87.62,86.84,84.39,79.79,62.87,48.75,44.68,42.6,31.48,56.92,59.7,7,8,8,8,7,6,4,4,4,3,5,5,73.84,7,83.56,8,52.4,5,43.31,4,0.0,0.0,0.0,0.0,0.0,7.69,21.43,9.09,27.27,58.33,27.27,16.67
